species	chr	length	assigned_merian	repeat_density	genome_repeat_density	cds_density	synteny	genome_synteny	gc	gc123	gc3_per	genome_gc3_per	num_single_copy_genes	num_multi_copy_genes	num_other_genes	superfamily	genome_size	status	merians	prop_length	length_mb	prop_single_copy	total_orthologs	scaled_gc3	feature_column	feature_mult	cds_density_scale_factor	prop_single_copy_scale_factor	gc_scale_factor	scaled_cds_density	scaled_ortholog_prop	scaled_gc	scaled_repeat_density	start	stop	tempvar
Lysandra_bellargus	HG995353.1	9456857	M16	51.64782	5424.3326254584	3.5033	NA	76.7047920682067	0.362418199831086	0.494249796917537	0.591887974439592	0.604956988818272	96	23	117	Papilionoidea	528933758	split	M16	1.78790951739556	9.456857	40.6779661016949	236	0.978396787506812	0.362418199831086	3427337.09	3.73849382204348	37.1955975693574	0.364543554032337	0.937088615565795	1.09362313714262	0.994169820923338	0.00952150680391495	0	9456857	Lysandra
Lysandra_bellargus	HG995354.1	9370771	M21	53.4405	5424.3326254584	2.8909	NA	76.7047920682067	0.361728620195713	0.500815657779909	0.614181884056367	0.604956988818272	78	36	79	Papilionoidea	528933758	split	M21	1.77163413343718	9.370771	40.4145077720207	193	1.01524884480815	0.361728620195713	3389676.064	3.73849382204348	37.1955975693574	0.364543554032337	0.773279330556663	1.08654008573625	0.992278196101708	0.0098519953863419	0	9370771	Lysandra
Lysandra_bellargus	HG995355.1	9263164	M21	53.54125	5424.3326254584	3.55964	NA	76.7047920682067	0.361191488351065	0.479763334862779	0.559608602333016	0.604956988818272	83	34	115	Papilionoidea	528933758	split	M21	1.751289998019	9.263164	35.7758620689655	232	0.925038660064346	0.361191488351065	3345775.992	3.73849382204348	37.1955975693574	0.364543554032337	0.952158855796713	0.961830550033654	0.990804759419844	0.00987056909982088	0	9263164	Lysandra
Lysandra_bellargus	HG995356.1	9248354	M10	56.04098	5424.3326254584	4.0654	NA	76.7047920682067	0.367060715885227	0.518538887791853	0.616290545774148	0.604956988818272	94	56	101	Papilionoidea	528933758	split	M10	1.74849002547499	9.248354	37.4501992031873	251	1.01873448388127	0.367060715885227	3394707.44	3.73849382204348	37.1955975693574	0.364543554032337	1.08744328425233	1.00684494000547	1.00690496876175	0.010331405514658	0	9248354	Lysandra
Lysandra_bellargus	HG995360.1	8646685	M15	53.47819	5424.3326254584	3.68245	NA	76.7047920682067	0.364230694769151	0.512862725794999	0.611726655244814	0.604956988818272	101	24	87	Papilionoidea	528933758	split	M15	1.6347387303648	8.646685	47.6415094339623	212	1.01119032683591	0.364230694769151	3149388.085	3.73849382204348	37.1955975693574	0.364543554032337	0.985008983641213	1.28083731804891	0.999141778095581	0.00985894370655056	0	8646685	Lysandra
Lysandra_bellargus	HG995343.1	10705495	M4	52.36284	5424.3326254584	4.05609	NA	76.7047920682067	0.364208382237346	0.507008734574501	0.611090474374183	0.604956988818272	129	19	138	Papilionoidea	528933758	split	M4	2.02397650709222	10.705495	45.1048951048951	286	1.01013871344456	0.364208382237346	3899031.015	3.73849382204348	37.1955975693574	0.364543554032337	1.08495297653934	1.21264069009214	0.999080571330139	0.00965332394150052	0	10705495	Lysandra
Lysandra_bellargus	HG995327.1	12892625	M14,M26	54.59849	5424.3326254584	3.21381	NA	76.7047920682067	0.362926256289933	0.494074701428876	0.586622526669644	0.604956988818272	98	63	175	Papilionoidea	528933758	fusion	M14,M26	2.43747441054802	12.892625	29.1666666666667	336	0.96969294927158	0.362926256289933	4679072.125	3.73849382204348	37.1955975693574	0.364543554032337	0.859653687549313	0.784142978541493	0.99556349927323	0.0100654760262579	0	12892625	Lysandra
Lysandra_bellargus	HG995330.1	12363467	M7	54.69627	5424.3326254584	3.46497	NA	76.7047920682067	0.36166561952242	0.505249014218629	0.593568509101079	0.604956988818272	122	36	140	Papilionoidea	528933758	split	M7	2.3374320154472	12.363467	40.9395973154362	298	0.981174728240699	0.36166561952242	4471440.952	3.73849382204348	37.1955975693574	0.364543554032337	0.926835823445612	1.10065706671596	0.992105375398679	0.0100835022069425	0	12363467	Lysandra
Lysandra_bellargus	HG995331.1	12192638	M19	51.84886	5424.3326254584	4.39914	86.5671641791045	76.7047920682067	0.366625591114901	0.526796206366397	0.639709298879338	0.604956988818272	129	46	195	Papilionoidea	528933758	ancestral	M19	2.30513515456126	12.192638	34.8648648648649	370	1.05744591880648	0.366625591114901	4470133.114	3.73849382204348	37.1955975693574	0.364543554032337	1.17671452980907	0.937338479368518	1.00571135344332	0.00955856942781386	0	12192638	Lysandra
Lysandra_bellargus	HG995332.1	12191319	M8	58.03555	5424.3326254584	2.95334	NA	76.7047920682067	0.363566429276438	0.503268421590595	0.610806461958742	0.604956988818272	96	27	112	Papilionoidea	528933758	split	M8	2.30488578496062	12.191319	40.8510638297872	235	1.00966923805922	0.363566429276438	4432354.317	3.73849382204348	37.1955975693574	0.364543554032337	0.789981243940024	1.09827685261982	0.997319593927556	0.0106991134222886	0	12191319	Lysandra
Lysandra_bellargus	HG995333.1	12138979	M17+M20	53.4582	5424.3326254584	4.4776	93.4640522875817	76.7047920682067	0.364604559905738	0.503215017791243	0.596656559712058	0.604956988818272	153	29	165	Papilionoidea	528933758	fusion	M17,M20	2.29499040596308	12.138979	44.0922190201729	347	0.986279307025731	0.364604559905738	4425927.096	3.73849382204348	37.1955975693574	0.364543554032337	1.19770159137311	1.18541499267368	1.00016734865485	0.00985525846057096	0	12138979	Lysandra
Lysandra_bellargus	HG995335.1	11659535	M17	54.96696	5424.3326254584	4.32473	NA	76.7047920682067	0.366141136417533	0.502420485762542	0.604828690464794	0.604956988818272	116	41	153	Papilionoidea	528933758	split	M17	2.2043469193736	11.659535	37.4193548387097	310	0.999787921528557	0.366141136417533	4269035.395	3.73849382204348	37.1955975693574	0.364543554032337	1.15681079222329	1.00601569228549	1.00438241841757	0.01013340512011	0	11659535	Lysandra
Lysandra_bellargus	HG995347.1	10086307	M22	54.4412	5424.3326254584	2.56646	NA	76.7047920682067	0.363997983999496	0.514167114116411	0.60955728141846	0.604956988818272	61	22	97	Papilionoidea	528933758	split	M22	1.90691307700576	10.086307	33.8888888888889	180	1.00760433003539	0.363997983999496	3671395.414	3.73849382204348	37.1955975693574	0.364543554032337	0.686495717838892	0.911099460781544	0.998503416047804	0.0100364789106935	0	10086307	Lysandra
Lysandra_bellargus	HG995352.1	9524273	M10	58.52078	5424.3326254584	3.47379	NA	76.7047920682067	0.365706026801206	0.492089347563897	0.616212450661908	0.604956988818272	74	30	125	Papilionoidea	528933758	split	M10	1.80065515878833	9.524273	32.3144104803493	229	1.0186053918736	0.365706026801206	3483084.037	3.73849382204348	37.1955975693574	0.364543554032337	0.929195062331602	0.868769762875665	1.00318884466893	0.010788567744784	0	9524273	Lysandra
Lysandra_bellargus	HG995357.1	8994995	M13	55.06791	5424.3326254584	3.41998	NA	76.7047920682067	0.367305708897003	0.496161124479997	0.592718557209662	0.604956988818272	68	54	117	Papilionoidea	528933758	split	M13	1.70059007653658	8.994995	28.4518828451883	239	0.979769749197349	0.367305708897003	3303913.015	3.73849382204348	37.1955975693574	0.364543554032337	0.914801565227845	0.76492608546307	1.00757702292117	0.0101520157044843	0	8994995	Lysandra
Lysandra_bellargus	HG995320.1	18029887	M28,M31	53.39448	5424.3326254584	4.32063	NA	76.7047920682067	0.368071278372405	0.525305771920721	0.642698355774369	0.604956988818272	123	84	263	Papilionoidea	528933758	fusion	M28,M31	3.40872306357879	18.029887	26.1702127659574	470	1.06238685998127	0.368071278372405	6636283.557	3.73849382204348	37.1955975693574	0.364543554032337	1.15571409387493	0.703583608709571	1.00967709976228	0.00984351139334633	0	18029887	Lysandra
Lysandra_bellargus	HG995363.1	8292878	M7	56.20303	5424.3326254584	4.32177	NA	76.7047920682067	0.368038822469111	0.527729969519597	0.634256108181804	0.604956988818272	82	43	118	Papilionoidea	528933758	split	M7	1.5678481236208	8.292878	33.7448559670782	243	1.04843173961965	0.368038822469111	3052101.054	3.73849382204348	37.1955975693574	0.364543554032337	1.15601902951325	0.907227149776401	1.00958806814196	0.0103612801575291	0	8292878	Lysandra
Lysandra_bellargus	HG995338.1	11109960	M8	54.24138	5424.3326254584	3.70945	NA	76.7047920682067	0.364684607325319	0.491823110792553	0.596324443701414	0.604956988818272	104	28	129	Papilionoidea	528933758	split	M8	2.10044449460153	11.10996	39.8467432950192	261	0.985730315912673	0.364684607325319	4051631.4	3.73849382204348	37.1955975693574	0.364543554032337	0.992231143496286	1.07127579334404	1.00038693124984	0.00999964119925557	0	11109960	Lysandra
Lysandra_bellargus	HG995329.1	12631868	M27	66.08498	5424.3326254584	3.37504	90	76.7047920682067	0.369688472045465	0.452786251793425	0.522085380129391	0.604956988818272	63	22	217	Papilionoidea	528933758	ancestral	M27	2.38817579875475	12.631868	20.8609271523179	302	0.863012395557636	0.369688472045465	4669855.98	3.73849382204348	37.1955975693574	0.364543554032337	0.902780681380179	0.560843984652194	1.01411331501056	0.0121830618737942	0	12631868	Lysandra
Lysandra_bellargus	HG995323.1	14915325	M12	52.72449	5424.3326254584	3.41383	NA	76.7047920682067	0.360405633132366	0.485899226483131	0.569711851245939	0.604956988818272	132	40	152	Papilionoidea	528933758	split	M12	2.81988524544126	14.915325	40.7407407407407	324	0.941739432350089	0.360405633132366	5375567.15	3.73849382204348	37.1955975693574	0.364543554032337	0.9131565177053	1.09531082716907	0.988649035611245	0.00971999573782486	0	14915325	Lysandra
Lysandra_bellargus	HG995324.1	14156876	M24	62.2191	5424.3326254584	3.13852	90.3508771929825	76.7047920682067	0.367093770970375	0.496073408729961	0.604098465609608	0.604956988818272	110	24	193	Papilionoidea	528933758	ancestral	M24	2.67649318764033	14.156876	33.6391437308869	327	0.998580852482851	0.367093770970375	5196900.996	3.73849382204348	37.1955975693574	0.364543554032337	0.839514561049741	0.90438508665336	1.00699564403164	0.0114703695912715	0	14156876	Lysandra
Lysandra_bellargus	HG995322.1	16004545	M18	50.15845	5424.3326254584	2.82952	NA	76.7047920682067	0.359007668134271	0.506099891642855	0.581581024325988	0.604956988818272	115	49	172	Papilionoidea	528933758	split	M18	3.02581273324589	16.004545	34.2261904761905	336	0.961359295083199	0.359007668134271	5745754.38	3.73849382204348	37.1955975693574	0.364543554032337	0.756860953819464	0.920167780941548	0.984814198915789	0.00924693477766976	0	16004545	Lysandra
Lysandra_bellargus	HG995326.1	13028540	M25,M5	50.97581	5424.3326254584	4.79052	NA	76.7047920682067	0.36411842616287	0.510337702932759	0.61454799805433	0.604956988818272	144	47	219	Papilionoidea	528933758	fusion	M25,M5	2.46317044487072	13.02854	35.1219512195122	410	1.01585403493692	0.36411842616287	4743931.48	3.73849382204348	37.1955975693574	0.364543554032337	1.28140374921938	0.944250220849965	0.998833807744605	0.00939761875235151	0	13028540	Lysandra
Lysandra_bellargus	HG995325.1	13289862	M25,M5	55.41298	5424.3326254584	3.97403	NA	76.7047920682067	0.365203857346299	0.512266033304058	0.610219235565035	0.604956988818272	145	26	162	Papilionoidea	528933758	fusion	M25,M5	2.51257587533296	13.289862	43.5435435435435	333	1.00869854691165	0.365203857346299	4853508.866	3.73849382204348	37.1955975693574	0.364543554032337	1.06300296032796	1.17066390618807	1.00181131529184	0.0102156309035929	0	13289862	Lysandra
Lysandra_bellargus	HG995337.1	11205580	M14,M26	55.44603	5424.3326254584	5.39733	NA	76.7047920682067	0.365763608844879	0.520082735265322	0.635748689199569	0.604956988818272	146	74	175	Papilionoidea	528933758	fusion	M14,M26	2.11852237270135	11.20558	36.9620253164557	395	1.05089899108604	0.365763608844879	4098593.38	3.73849382204348	37.1955975693574	0.364543554032337	1.44371777965111	0.993720432842456	1.00334680122319	0.0102217238190319	0	11205580	Lysandra
Lysandra_bellargus	HG995336.1	11438254	M9	52.31658	5424.3326254584	3.04667	NA	76.7047920682067	0.359147153228106	0.500367919297179	0.59737386907805	0.604956988818272	103	43	115	Papilionoidea	528933758	split	M9	2.1625116239981	11.438254	39.463601532567	261	0.987465026637621	0.359147153228106	4108016.362	3.73849382204348	37.1955975693574	0.364543554032337	0.814945843172392	1.06097506456189	0.985196828350031	0.00964479570343067	0	11438254	Lysandra
Lysandra_bellargus	HG995350.1	9855470	M16	53.70377	5424.3326254584	2.82174	NA	76.7047920682067	0.359424424203006	0.500847636398091	0.596933418426866	0.604956988818272	72	44	87	Papilionoidea	528933758	split	M16	1.86327112817783	9.85547	35.4679802955665	203	0.986736957271823	0.359424424203006	3542296.63	3.73849382204348	37.1955975693574	0.364543554032337	0.754779901831595	0.953553178690852	0.985957426012046	0.00990053038929587	0	9855470	Lysandra
Lysandra_bellargus	HG995351.1	9833389	M15	55.53356	5424.3326254584	3.53844	NA	76.7047920682067	0.363637754389662	0.518012429968108	0.62316839908212	0.604956988818272	104	28	127	Papilionoidea	528933758	split	M15	1.85909650334702	9.833389	40.1544401544402	259	1.03010364472261	0.363637754389662	3575791.494	3.73849382204348	37.1955975693574	0.364543554032337	0.946488122873471	1.07954819329265	0.997515249871638	0.0102378603663353	0	9833389	Lysandra
Lysandra_bellargus	HG995359.1	8940186	M4	54.24362	5424.3326254584	3.30907	NA	76.7047920682067	0.366283704164544	0.486613703336809	0.556293793206214	0.604956988818272	101	17	82	Papilionoidea	528933758	split	M4	1.69022790940865	8.940186	50.5	200	0.919559247167113	0.366283704164544	3274644.444	3.73849382204348	37.1955975693574	0.364543554032337	0.885134537467618	1.35768755713184	1.00477350405174	0.0100000541532823	0	8940186	Lysandra
Lysandra_bellargus	HG995358.1	8974749	M6	56.88441	5424.3326254584	3.20711	NA	76.7047920682067	0.36531785412606	0.509786201521101	0.622880311147238	0.604956988818272	78	29	109	Papilionoidea	528933758	split	M6	1.69676237605542	8.974749	36.1111111111111	216	1.02962743246256	0.36531785412606	3278636.046	3.73849382204348	37.1955975693574	0.364543554032337	0.857861521955646	0.970843687718039	1.00212402629304	0.0104868956105347	0	8974749	Lysandra
Lysandra_bellargus	HG995321.1	16109934	M11	52.97864	5424.3326254584	4.67806	90.9604519774011	76.7047920682067	0.366304653886229	0.506880204147828	0.602450341004122	0.604956988818272	181	53	244	Papilionoidea	528933758	ancestral	M11	3.04573753449104	16.109934	37.8661087866109	478	0.995856485898202	0.366304653886229	5901143.798	3.73849382204348	37.1955975693574	0.364543554032337	1.25132211598599	1.01802662844717	1.00483097241581	0.00976684942795573	0	16109934	Lysandra
Lysandra_bellargus	HG995334.1	12013695	M3	49.90703	5424.3326254584	4.65316	NA	76.7047920682067	0.366974318059515	0.5254472018746	0.630860376252463	0.604956988818272	167	25	143	Papilionoidea	528933758	split	M3	2.27130426415324	12.013695	49.8507462686567	335	1.04281856051418	0.366974318059515	4408717.53	3.73849382204348	37.1955975693574	0.364543554032337	1.2446616796752	1.34023243411271	1.00666796600925	0.00920058437525896	0	12013695	Lysandra
Lysandra_bellargus	HG995361.1	8587678	M22	54.63454	5424.3326254584	3.65971	NA	76.7047920682067	0.364852319101857	0.514380173674436	0.635253897299511	0.604956988818272	73	23	99	Papilionoidea	528933758	split	M22	1.62358289107348	8.587678	37.4358974358974	195	1.05008109508813	0.364852319101857	3133234.234	3.73849382204348	37.1955975693574	0.364543554032337	0.97892632011883	1.00646043839172	1.00084699089068	0.0100721220051255	0	8587678	Lysandra
Lysandra_bellargus	HG995362.1	8410809	M13	53.79766	5424.3326254584	3.72886	NA	76.7047920682067	0.362896802436008	0.503990695064962	0.598605719550202	0.604956988818272	83	32	96	Papilionoidea	528933758	split	M13	1.59014411025738	8.410809	39.3364928909953	211	0.989501287884158	0.362896802436008	3052255.692	3.73849382204348	37.1955975693574	0.364543554032337	0.997423073969877	1.05755776117444	0.995482702743984	0.00991783943106801	0	8410809	Lysandra
Lysandra_coridon	HG992139.1	4032828	M23	53.35078	5535.2770104575	3.33778	NA	37.1863282186355	0.373342510020264	0.581657669534428	0.747515799883723	0.607503247566777	38	5	51	Papilionoidea	540734767	split	M23	0.745805198059329	4.032828	40.4255319148936	94	1.23047210509201	0.373342510020264	1505626.128	3.65667514234014	37.3895510733753	0.366706687402624	0.912790956284932	1.08119864385535	1.01809572294588	0.00963832160508088	0	4032828	Lysandra
Lysandra_coridon	HG992057.1	9002119	M31	57.95255	5535.2770104575	5.09338	67.5	37.1863282186355	0.375194964541126	0.528195145385642	0.659768781705456	0.607503247566777	85	68	186	Papilionoidea	540734767	ancestral	M31	1.66479382303154	9.002119	25.0737463126844	339	1.08603334113524	0.375194964541126	3377549.719	3.65667514234014	37.3895510733753	0.366706687402624	1.39289923270034	0.670608381028118	1.02314732027012	0.0104696747589169	0	9002119	Lysandra
Lysandra_coridon	HG992067.1	6750492	M14	55.56753	5535.2770104575	3.55001	NA	37.1863282186355	0.360063482187669	0.487454355645663	0.576036726022673	0.607503247566777	53	39	94	Papilionoidea	540734767	split	M14	1.24839244893606	6.750492	28.494623655914	186	0.948203533610501	0.360063482187669	2430605.656	3.65667514234014	37.3895510733753	0.366706687402624	0.970830019570215	0.762101251229108	0.981884144895177	0.0100387984006978	0	6750492	Lysandra
Lysandra_coridon	HG992108.1	5243869	M23	50.88295	5535.2770104575	3.15138	NA	37.1863282186355	0.360535975631733	0.467088894465378	0.51547216231343	0.607503247566777	45	8	52	Papilionoidea	540734767	split	M23	0.969767309228704	5.243869	42.8571428571429	105	0.848509311477826	0.360535975631733	1890603.426	3.65667514234014	37.3895510733753	0.366706687402624	0.86181568701868	1.1462331487489	0.983172622744901	0.00919248483930788	0	5243869	Lysandra
Lysandra_coridon	HG992066.1	6923396	M22	56.10222	5535.2770104575	3.466	NA	37.1863282186355	0.370676620548644	0.511805668520158	0.620250882402023	0.607503247566777	57	23	67	Papilionoidea	540734767	split	M22	1.28036819944296	6.923396	38.7755102040816	147	1.02098364887151	0.370676620548644	2566341.032	3.65667514234014	37.3895510733753	0.366706687402624	0.947855596978703	1.03706808696329	1.01082590877777	0.010135395192329	0	6923396	Lysandra
Lysandra_coridon	HG992099.1	5607996	M17	53.98954	5535.2770104575	5.79917	NA	37.1863282186355	0.368204017263921	0.507913888328258	0.607050762038895	0.607503247566777	71	22	92	Papilionoidea	540734767	split	M17	1.0371066079426	5.607996	38.3783783783784	185	0.999255171837032	0.368204017263921	2064886.656	3.65667514234014	37.3895510733753	0.366706687402624	1.58591337055135	1.02644662149226	1.00408318122558	0.00975371962378766	0	5607996	Lysandra
Lysandra_coridon	HG992068.1	6696446	M19	52.53663	5535.2770104575	3.76485	NA	37.1863282186355	0.364285085551351	0.506405401628965	0.588366894008335	0.607503247566777	64	16	83	Papilionoidea	540734767	split	M19	1.23839753029973	6.696446	39.2638036809816	163	0.96849999792579	0.364285085551351	2439415.404	3.65667514234014	37.3895510733753	0.366706687402624	1.02958284601421	1.05012771091924	0.993396352086116	0.0094912377286169	0	6696446	Lysandra
Lysandra_coridon	HG992110.1	5202897	M11	56.35685	5535.2770104575	5.31963	NA	37.1863282186355	0.371051246642015	0.49118374635792	0.583810149874751	0.607503247566777	56	23	86	Papilionoidea	540734767	split	M11	0.962190211823387	5.202897	33.9393939393939	165	0.960999224634726	0.371051246642015	1930541.418	3.65667514234014	37.3895510733753	0.366706687402624	1.45477238007958	0.907724028908221	1.01184750480053	0.0101813965034682	0	5202897	Lysandra
Lysandra_coridon	HG992098.1	5651233	M15	53.78228	5535.2770104575	4.12864	NA	37.1863282186355	0.361281333648781	0.493162463992607	0.586627990970547	0.607503247566777	74	15	77	Papilionoidea	540734767	split	M15	1.04510257983837	5.651233	44.578313253012	166	0.965637621395701	0.361281333648781	2041684.995	3.65667514234014	37.3895510733753	0.366706687402624	1.12906939755053	1.19226660853801	0.985205195486694	0.0097162761499365	0	5651233	Lysandra
Lysandra_coridon	HG992107.1	5270287	M11	52.47265	5535.2770104575	5.15507	NA	37.1863282186355	0.378332322509192	0.535965709354206	0.663474537072603	0.607503247566777	80	15	92	Papilionoidea	540734767	split	M11	0.974652883749197	5.270287	42.7807486631016	187	1.09213331736087	0.378332322509192	1993919.921	3.65667514234014	37.3895510733753	0.366706687402624	1.40976974965868	1.14418995240532	1.03170281728133	0.00947967913816531	0	5270287	Lysandra
Lysandra_coridon	HG992115.1	5115218	M6	57.17481	5535.2770104575	3.58423	NA	37.1863282186355	0.372870808243168	0.559235631762116	0.710857077629629	0.607503247566777	48	8	55	Papilionoidea	540734767	split	M6	0.945975423104244	5.115218	43.2432432432432	111	1.1701288519474	0.372870808243168	1907315.47	3.65667514234014	37.3895510733753	0.366706687402624	0.980188247651176	1.1565595735124	1.01680940395225	0.0103291686923677	0	5115218	Lysandra
Lysandra_coridon	HG992058.1	8731654	M7	57.36749	5535.2770104575	3.94428	NA	37.1863282186355	0.369255582046655	0.530803617654282	0.650594337084311	0.607503247566777	82	49	119	Papilionoidea	540734767	split	M7	1.61477577046567	8.731654	32.8	250	1.07093145541217	0.369255582046655	3224211.98	3.65667514234014	37.3895510733753	0.366706687402624	1.07865201213247	0.877250436509159	1.00695077218821	0.010363978151702	0	8731654	Lysandra
Lysandra_coridon	HG992135.1	4369755	M15	57.63667	5535.2770104575	2.53559	NA	37.1863282186355	0.363325623518939	0.519248013963778	0.611114391160928	0.607503247566777	30	6	43	Papilionoidea	540734767	split	M15	0.808114304216729	4.369755	37.9746835443038	79	1.00594423751414	0.363325623518939	1587643.96	3.65667514234014	37.3895510733753	0.366706687402624	0.693414071882062	1.01564962547371	0.990779923028855	0.0104126080575751	0	4369755	Lysandra
Lysandra_coridon	HG992093.1	5867063	M5	57.81792	5535.2770104575	4.16493	NA	37.1863282186355	0.37426310233928	0.529280940938089	0.65253848368493	0.607503247566777	72	16	79	Papilionoidea	540734767	split	M5	1.08501678790704	5.867063	43.1137724550898	167	1.07413167962234	0.37426310233928	2195825.2	3.65667514234014	37.3895510733753	0.366706687402624	1.13899371365393	1.1530968202983	1.02060615526315	0.0104453525796031	0	5867063	Lysandra
Lysandra_coridon	HG992117.1	5051452	M1	55.96733	5535.2770104575	4.82651	NA	37.1863282186355	0.364204286609078	0.466490097239213	0.53030427996754	0.607503247566777	66	24	62	Papilionoidea	540734767	split	M1	0.934182950363168	5.051452	43.421052631579	152	0.872924189445174	0.364204286609078	1839760.472	3.65667514234014	37.3895510733753	0.366706687402624	1.31991763340268	1.16131516386402	0.993176015383655	0.0101110260415629	0	5051452	Lysandra
Lysandra_coridon	HG992059.1	8437553	M18	49.74691	5535.2770104575	3.02237	NA	37.1863282186355	0.356775469499273	0.488363046268474	0.561000928805404	0.607503247566777	61	27	110	Papilionoidea	540734767	split	M18	1.56038662851505	8.437553	30.8080808080808	198	0.923453382434368	0.356775469499273	3010311.933	3.65667514234014	37.3895510733753	0.366706687402624	0.826535003069971	0.823975681002998	0.972917816215205	0.0089872484983165	0	8437553	Lysandra
