chr	species	assigned_merian	prop_length	repeat_type	repeat_density	genome_repeat_density	scaled_repeat_density
BHWX01000003.1	Bombyx_mori	M15	0.0330476402746487	RC	42.47077	44.5214297638837	0.953939939153814
BHWX01000003.1	Bombyx_mori	M15	0.0330476402746487	Unknown	42.47077	44.5214297638837	0.953939939153814
BHWX01000004.1	Bombyx_mori	M1	0.0407035615619082	LTR	38.53943	44.5214297638837	0.865637743540385
BHWX01000004.1	Bombyx_mori	M1	0.0407035615619082	SINE	38.53943	44.5214297638837	0.865637743540385
BHWX01000004.1	Bombyx_mori	M1	0.0407035615619082	RC	38.53943	44.5214297638837	0.865637743540385
BHWX01000004.1	Bombyx_mori	M1	0.0407035615619082	Other	38.53943	44.5214297638837	0.865637743540385
BHWX01000004.1	Bombyx_mori	M1	0.0407035615619082	DNA	38.53943	44.5214297638837	0.865637743540385
BHWX01000004.1	Bombyx_mori	M1	0.0407035615619082	LINE	38.53943	44.5214297638837	0.865637743540385
BHWX01000004.1	Bombyx_mori	M1	0.0407035615619082	Unknown	38.53943	44.5214297638837	0.865637743540385
BHWX01000005.1	Bombyx_mori	M2	0.0414090167053633	RC	39.67425	44.5214297638837	0.891127041750672
BHWX01000005.1	Bombyx_mori	M2	0.0414090167053633	LINE	39.67425	44.5214297638837	0.891127041750672
BHWX01000005.1	Bombyx_mori	M2	0.0414090167053633	Other	39.67425	44.5214297638837	0.891127041750672
BHWX01000005.1	Bombyx_mori	M2	0.0414090167053633	LTR	39.67425	44.5214297638837	0.891127041750672
BHWX01000005.1	Bombyx_mori	M2	0.0414090167053633	DNA	39.67425	44.5214297638837	0.891127041750672
BHWX01000005.1	Bombyx_mori	M2	0.0414090167053633	Unknown	39.67425	44.5214297638837	0.891127041750672
BHWX01000005.1	Bombyx_mori	M2	0.0414090167053633	SINE	39.67425	44.5214297638837	0.891127041750672
BHWX01000006.1	Bombyx_mori	M18	0.0361707008065841	LINE	41.72339	44.5214297638837	0.937152967038056
BHWX01000006.1	Bombyx_mori	M18	0.0361707008065841	SINE	41.72339	44.5214297638837	0.937152967038056
BHWX01000006.1	Bombyx_mori	M18	0.0361707008065841	DNA	41.72339	44.5214297638837	0.937152967038056
BHWX01000006.1	Bombyx_mori	M18	0.0361707008065841	RC	41.72339	44.5214297638837	0.937152967038056
BHWX01000006.1	Bombyx_mori	M18	0.0361707008065841	Unknown	41.72339	44.5214297638837	0.937152967038056
BHWX01000006.1	Bombyx_mori	M18	0.0361707008065841	Other	41.72339	44.5214297638837	0.937152967038056
BHWX01000006.1	Bombyx_mori	M18	0.0361707008065841	LTR	41.72339	44.5214297638837	0.937152967038056
BHWX01000007.1	Bombyx_mori	M13	0.0302929904917281	LINE	44.58932	44.5214297638837	1.00152488894621
BHWX01000007.1	Bombyx_mori	M13	0.0302929904917281	DNA	44.58932	44.5214297638837	1.00152488894621
BHWX01000007.1	Bombyx_mori	M13	0.0302929904917281	Unknown	44.58932	44.5214297638837	1.00152488894621
BHWX01000007.1	Bombyx_mori	M13	0.0302929904917281	Other	44.58932	44.5214297638837	1.00152488894621
BHWX01000007.1	Bombyx_mori	M13	0.0302929904917281	RC	44.58932	44.5214297638837	1.00152488894621
BHWX01000007.1	Bombyx_mori	M13	0.0302929904917281	LTR	44.58932	44.5214297638837	1.00152488894621
BHWX01000007.1	Bombyx_mori	M13	0.0302929904917281	SINE	44.58932	44.5214297638837	1.00152488894621
BHWX01000008.1	Bombyx_mori	M6	0.0353270025664864	Other	43.20166	44.5214297638837	0.970356527836527
BHWX01000008.1	Bombyx_mori	M6	0.0353270025664864	DNA	43.20166	44.5214297638837	0.970356527836527
BHWX01000008.1	Bombyx_mori	M6	0.0353270025664864	SINE	43.20166	44.5214297638837	0.970356527836527
BHWX01000008.1	Bombyx_mori	M6	0.0353270025664864	LINE	43.20166	44.5214297638837	0.970356527836527
BHWX01000008.1	Bombyx_mori	M6	0.0353270025664864	LTR	43.20166	44.5214297638837	0.970356527836527
BHWX01000008.1	Bombyx_mori	M6	0.0353270025664864	RC	43.20166	44.5214297638837	0.970356527836527
BHWX01000008.1	Bombyx_mori	M6	0.0353270025664864	Unknown	43.20166	44.5214297638837	0.970356527836527
BHWX01000009.1	Bombyx_mori	M12	0.0364866974408281	LINE	41.89762	44.5214297638837	0.941066363371552
BHWX01000009.1	Bombyx_mori	M12	0.0364866974408281	DNA	41.89762	44.5214297638837	0.941066363371552
BHWX01000009.1	Bombyx_mori	M12	0.0364866974408281	Other	41.89762	44.5214297638837	0.941066363371552
BHWX01000009.1	Bombyx_mori	M12	0.0364866974408281	LTR	41.89762	44.5214297638837	0.941066363371552
BHWX01000009.1	Bombyx_mori	M12	0.0364866974408281	SINE	41.89762	44.5214297638837	0.941066363371552
BHWX01000009.1	Bombyx_mori	M12	0.0364866974408281	RC	41.89762	44.5214297638837	0.941066363371552
BHWX01000009.1	Bombyx_mori	M12	0.0364866974408281	Unknown	41.89762	44.5214297638837	0.941066363371552
BHWX01000010.1	Bombyx_mori	M3	0.0382651951615385	DNA	37.43438	44.5214297638837	0.840817112085812
BHWX01000010.1	Bombyx_mori	M3	0.0382651951615385	LINE	37.43438	44.5214297638837	0.840817112085812
BHWX01000010.1	Bombyx_mori	M3	0.0382651951615385	Other	37.43438	44.5214297638837	0.840817112085812
BHWX01000010.1	Bombyx_mori	M3	0.0382651951615385	RC	37.43438	44.5214297638837	0.840817112085812
BHWX01000010.1	Bombyx_mori	M3	0.0382651951615385	LTR	37.43438	44.5214297638837	0.840817112085812
BHWX01000010.1	Bombyx_mori	M3	0.0382651951615385	Unknown	37.43438	44.5214297638837	0.840817112085812
BHWX01000010.1	Bombyx_mori	M3	0.0382651951615385	SINE	37.43438	44.5214297638837	0.840817112085812
BHWX01000012.1	Bombyx_mori	M5	0.0381909816584335	DNA	42.55309	44.5214297638837	0.955788936376872
BHWX01000012.1	Bombyx_mori	M5	0.0381909816584335	Unknown	42.55309	44.5214297638837	0.955788936376872
BHWX01000012.1	Bombyx_mori	M5	0.0381909816584335	Other	42.55309	44.5214297638837	0.955788936376872
BHWX01000012.1	Bombyx_mori	M5	0.0381909816584335	RC	42.55309	44.5214297638837	0.955788936376872
BHWX01000012.1	Bombyx_mori	M5	0.0381909816584335	SINE	42.55309	44.5214297638837	0.955788936376872
BHWX01000012.1	Bombyx_mori	M5	0.0381909816584335	LTR	42.55309	44.5214297638837	0.955788936376872
BHWX01000012.1	Bombyx_mori	M5	0.0381909816584335	LINE	42.55309	44.5214297638837	0.955788936376872
BHWX01000013.1	Bombyx_mori	M8	0.0385265488646258	SINE	40.74054	44.5214297638837	0.915077081218295
BHWX01000013.1	Bombyx_mori	M8	0.0385265488646258	LINE	40.74054	44.5214297638837	0.915077081218295
BHWX01000013.1	Bombyx_mori	M8	0.0385265488646258	Other	40.74054	44.5214297638837	0.915077081218295
BHWX01000013.1	Bombyx_mori	M8	0.0385265488646258	LTR	40.74054	44.5214297638837	0.915077081218295
BHWX01000013.1	Bombyx_mori	M8	0.0385265488646258	DNA	40.74054	44.5214297638837	0.915077081218295
BHWX01000013.1	Bombyx_mori	M8	0.0385265488646258	Unknown	40.74054	44.5214297638837	0.915077081218295
BHWX01000013.1	Bombyx_mori	M8	0.0385265488646258	RC	40.74054	44.5214297638837	0.915077081218295
BHWX01000014.1	Bombyx_mori	M23	0.0289909446340134	LTR	46.07126	44.5214297638837	1.0348108819581
BHWX01000014.1	Bombyx_mori	M23	0.0289909446340134	Other	46.07126	44.5214297638837	1.0348108819581
BHWX01000014.1	Bombyx_mori	M23	0.0289909446340134	SINE	46.07126	44.5214297638837	1.0348108819581
BHWX01000014.1	Bombyx_mori	M23	0.0289909446340134	LINE	46.07126	44.5214297638837	1.0348108819581
BHWX01000014.1	Bombyx_mori	M23	0.0289909446340134	DNA	46.07126	44.5214297638837	1.0348108819581
BHWX01000014.1	Bombyx_mori	M23	0.0289909446340134	Unknown	46.07126	44.5214297638837	1.0348108819581
BHWX01000014.1	Bombyx_mori	M23	0.0289909446340134	RC	46.07126	44.5214297638837	1.0348108819581
BHWX01000015.1	Bombyx_mori	M17.M20	0.0400585038667694	LTR	41.14317	44.5214297638837	0.924120591324222
BHWX01000015.1	Bombyx_mori	M17.M20	0.0400585038667694	Unknown	41.14317	44.5214297638837	0.924120591324222
BHWX01000015.1	Bombyx_mori	M17.M20	0.0400585038667694	RC	41.14317	44.5214297638837	0.924120591324222
BHWX01000015.1	Bombyx_mori	M17.M20	0.0400585038667694	SINE	41.14317	44.5214297638837	0.924120591324222
BHWX01000015.1	Bombyx_mori	M17.M20	0.0400585038667694	DNA	41.14317	44.5214297638837	0.924120591324222
BHWX01000015.1	Bombyx_mori	M17.M20	0.0400585038667694	Other	41.14317	44.5214297638837	0.924120591324222
BHWX01000015.1	Bombyx_mori	M17.M20	0.0400585038667694	LINE	41.14317	44.5214297638837	0.924120591324222
BHWX01000016.1	Bombyx_mori	M14	0.0311454106594951	DNA	47.10348	44.5214297638837	1.05799567196764
BHWX01000016.1	Bombyx_mori	M14	0.0311454106594951	SINE	47.10348	44.5214297638837	1.05799567196764
BHWX01000016.1	Bombyx_mori	M14	0.0311454106594951	Other	47.10348	44.5214297638837	1.05799567196764
BHWX01000016.1	Bombyx_mori	M14	0.0311454106594951	LTR	47.10348	44.5214297638837	1.05799567196764
BHWX01000016.1	Bombyx_mori	M14	0.0311454106594951	Unknown	47.10348	44.5214297638837	1.05799567196764
BHWX01000016.1	Bombyx_mori	M14	0.0311454106594951	RC	47.10348	44.5214297638837	1.05799567196764
BHWX01000016.1	Bombyx_mori	M14	0.0311454106594951	LINE	47.10348	44.5214297638837	1.05799567196764
BHWX01000017.1	Bombyx_mori	M7	0.0365835923005447	LTR	44.57111	44.5214297638837	1.00111587243221
BHWX01000017.1	Bombyx_mori	M7	0.0365835923005447	DNA	44.57111	44.5214297638837	1.00111587243221
BHWX01000017.1	Bombyx_mori	M7	0.0365835923005447	LINE	44.57111	44.5214297638837	1.00111587243221
BHWX01000017.1	Bombyx_mori	M7	0.0365835923005447	SINE	44.57111	44.5214297638837	1.00111587243221
BHWX01000017.1	Bombyx_mori	M7	0.0365835923005447	Other	44.57111	44.5214297638837	1.00111587243221
BHWX01000017.1	Bombyx_mori	M7	0.0365835923005447	Unknown	44.57111	44.5214297638837	1.00111587243221
BHWX01000017.1	Bombyx_mori	M7	0.0365835923005447	RC	44.57111	44.5214297638837	1.00111587243221
BHWX01000018.1	Bombyx_mori	M21	0.0341036126382987	Other	43.24983	44.5214297638837	0.971438478714014
BHWX01000018.1	Bombyx_mori	M21	0.0341036126382987	SINE	43.24983	44.5214297638837	0.971438478714014
BHWX01000018.1	Bombyx_mori	M21	0.0341036126382987	LINE	43.24983	44.5214297638837	0.971438478714014
BHWX01000018.1	Bombyx_mori	M21	0.0341036126382987	DNA	43.24983	44.5214297638837	0.971438478714014
BHWX01000018.1	Bombyx_mori	M21	0.0341036126382987	RC	43.24983	44.5214297638837	0.971438478714014
BHWX01000018.1	Bombyx_mori	M21	0.0341036126382987	LTR	43.24983	44.5214297638837	0.971438478714014
BHWX01000018.1	Bombyx_mori	M21	0.0341036126382987	Unknown	43.24983	44.5214297638837	0.971438478714014
BHWX01000019.1	Bombyx_mori	M10	0.0321538023552146	Other	45.09774	44.5214297638837	1.01294455814139
BHWX01000019.1	Bombyx_mori	M10	0.0321538023552146	RC	45.09774	44.5214297638837	1.01294455814139
BHWX01000019.1	Bombyx_mori	M10	0.0321538023552146	Unknown	45.09774	44.5214297638837	1.01294455814139
BHWX01000019.1	Bombyx_mori	M10	0.0321538023552146	DNA	45.09774	44.5214297638837	1.01294455814139
BHWX01000019.1	Bombyx_mori	M10	0.0321538023552146	SINE	45.09774	44.5214297638837	1.01294455814139
BHWX01000019.1	Bombyx_mori	M10	0.0321538023552146	LINE	45.09774	44.5214297638837	1.01294455814139
BHWX01000019.1	Bombyx_mori	M10	0.0321538023552146	LTR	45.09774	44.5214297638837	1.01294455814139
BHWX01000020.1	Bombyx_mori	M19	0.0268729456072328	LTR	50.98665	44.5214297638837	1.14521591670358
BHWX01000020.1	Bombyx_mori	M19	0.0268729456072328	Unknown	50.98665	44.5214297638837	1.14521591670358
BHWX01000020.1	Bombyx_mori	M19	0.0268729456072328	SINE	50.98665	44.5214297638837	1.14521591670358
BHWX01000020.1	Bombyx_mori	M19	0.0268729456072328	LINE	50.98665	44.5214297638837	1.14521591670358
BHWX01000020.1	Bombyx_mori	M19	0.0268729456072328	RC	50.98665	44.5214297638837	1.14521591670358
BHWX01000020.1	Bombyx_mori	M19	0.0268729456072328	Other	50.98665	44.5214297638837	1.14521591670358
BHWX01000020.1	Bombyx_mori	M19	0.0268729456072328	DNA	50.98665	44.5214297638837	1.14521591670358
BHWX01000021.1	Bombyx_mori	M22	0.0332593104888879	DNA	44.67633	44.5214297638837	1.00347922869813
BHWX01000021.1	Bombyx_mori	M22	0.0332593104888879	Unknown	44.67633	44.5214297638837	1.00347922869813
BHWX01000021.1	Bombyx_mori	M22	0.0332593104888879	Other	44.67633	44.5214297638837	1.00347922869813
BHWX01000021.1	Bombyx_mori	M22	0.0332593104888879	RC	44.67633	44.5214297638837	1.00347922869813
BHWX01000021.1	Bombyx_mori	M22	0.0332593104888879	SINE	44.67633	44.5214297638837	1.00347922869813
BHWX01000021.1	Bombyx_mori	M22	0.0332593104888879	LTR	44.67633	44.5214297638837	1.00347922869813
BHWX01000021.1	Bombyx_mori	M22	0.0332593104888879	LINE	44.67633	44.5214297638837	1.00347922869813
BHWX01000022.1	Bombyx_mori	M9	0.0401502502909751	LTR	41.44121	44.5214297638837	0.930814895653185
BHWX01000022.1	Bombyx_mori	M9	0.0401502502909751	Other	41.44121	44.5214297638837	0.930814895653185
BHWX01000022.1	Bombyx_mori	M9	0.0401502502909751	RC	41.44121	44.5214297638837	0.930814895653185
BHWX01000022.1	Bombyx_mori	M9	0.0401502502909751	LINE	41.44121	44.5214297638837	0.930814895653185
BHWX01000022.1	Bombyx_mori	M9	0.0401502502909751	DNA	41.44121	44.5214297638837	0.930814895653185
BHWX01000022.1	Bombyx_mori	M9	0.0401502502909751	Unknown	41.44121	44.5214297638837	0.930814895653185
BHWX01000022.1	Bombyx_mori	M9	0.0401502502909751	SINE	41.44121	44.5214297638837	0.930814895653185
BHWX01000025.1	Bombyx_mori	M11	0.0316050877465351	Unknown	42.51482	44.5214297638837	0.954929350325773
BHWX01000025.1	Bombyx_mori	M11	0.0316050877465351	Other	42.51482	44.5214297638837	0.954929350325773
BHWX01000025.1	Bombyx_mori	M11	0.0316050877465351	DNA	42.51482	44.5214297638837	0.954929350325773
BHWX01000025.1	Bombyx_mori	M11	0.0316050877465351	LINE	42.51482	44.5214297638837	0.954929350325773
BHWX01000025.1	Bombyx_mori	M11	0.0316050877465351	RC	42.51482	44.5214297638837	0.954929350325773
BHWX01000025.1	Bombyx_mori	M11	0.0316050877465351	LTR	42.51482	44.5214297638837	0.954929350325773
BHWX01000025.1	Bombyx_mori	M11	0.0316050877465351	SINE	42.51482	44.5214297638837	0.954929350325773
BHWX01000026.1	Bombyx_mori	M24	0.024924241042999	Other	48.53933	44.5214297638837	1.09024643317667
BHWX01000026.1	Bombyx_mori	M24	0.024924241042999	DNA	48.53933	44.5214297638837	1.09024643317667
BHWX01000026.1	Bombyx_mori	M24	0.024924241042999	Unknown	48.53933	44.5214297638837	1.09024643317667
BHWX01000026.1	Bombyx_mori	M24	0.024924241042999	LINE	48.53933	44.5214297638837	1.09024643317667
BHWX01000026.1	Bombyx_mori	M24	0.024924241042999	SINE	48.53933	44.5214297638837	1.09024643317667
BHWX01000026.1	Bombyx_mori	M24	0.024924241042999	LTR	48.53933	44.5214297638837	1.09024643317667
BHWX01000026.1	Bombyx_mori	M24	0.024924241042999	RC	48.53933	44.5214297638837	1.09024643317667
BHWX01000027.1	Bombyx_mori	M28	0.0237439068075649	Other	44.95324	44.5214297638837	1.00969893011986
BHWX01000027.1	Bombyx_mori	M28	0.0237439068075649	Unknown	44.95324	44.5214297638837	1.00969893011986
BHWX01000027.1	Bombyx_mori	M28	0.0237439068075649	SINE	44.95324	44.5214297638837	1.00969893011986
BHWX01000027.1	Bombyx_mori	M28	0.0237439068075649	RC	44.95324	44.5214297638837	1.00969893011986
BHWX01000027.1	Bombyx_mori	M28	0.0237439068075649	DNA	44.95324	44.5214297638837	1.00969893011986
BHWX01000027.1	Bombyx_mori	M28	0.0237439068075649	LINE	44.95324	44.5214297638837	1.00969893011986
BHWX01000027.1	Bombyx_mori	M28	0.0237439068075649	LTR	44.95324	44.5214297638837	1.00969893011986
BHWX01000028.1	Bombyx_mori	M26	0.0230479143582387	Unknown	52.84184	44.5214297638837	1.18688551289217
BHWX01000028.1	Bombyx_mori	M26	0.0230479143582387	LTR	52.84184	44.5214297638837	1.18688551289217
BHWX01000028.1	Bombyx_mori	M26	0.0230479143582387	SINE	52.84184	44.5214297638837	1.18688551289217
BHWX01000028.1	Bombyx_mori	M26	0.0230479143582387	DNA	52.84184	44.5214297638837	1.18688551289217
BHWX01000028.1	Bombyx_mori	M26	0.0230479143582387	LINE	52.84184	44.5214297638837	1.18688551289217
BHWX01000028.1	Bombyx_mori	M26	0.0230479143582387	RC	52.84184	44.5214297638837	1.18688551289217
BHWX01000028.1	Bombyx_mori	M26	0.0230479143582387	Other	52.84184	44.5214297638837	1.18688551289217
CM008392.1	Spodoptera_litura	M10	0.0315417821686461	DNA	27.47555	27.6817691029587	0.992550364025085
CM008392.1	Spodoptera_litura	M10	0.0315417821686461	LTR	27.47555	27.6817691029587	0.992550364025085
CM008392.1	Spodoptera_litura	M10	0.0315417821686461	SINE	27.47555	27.6817691029587	0.992550364025085
CM008392.1	Spodoptera_litura	M10	0.0315417821686461	Unknown	27.47555	27.6817691029587	0.992550364025085
CM008392.1	Spodoptera_litura	M10	0.0315417821686461	RC	27.47555	27.6817691029587	0.992550364025085
CM008392.1	Spodoptera_litura	M10	0.0315417821686461	Other	27.47555	27.6817691029587	0.992550364025085
CM008392.1	Spodoptera_litura	M10	0.0315417821686461	LINE	27.47555	27.6817691029587	0.992550364025085
CM008393.1	Spodoptera_litura	M17.M20	0.0359234060987559	Other	23.84272	27.6817691029587	0.861314893254118
CM008393.1	Spodoptera_litura	M17.M20	0.0359234060987559	Unknown	23.84272	27.6817691029587	0.861314893254118
CM008393.1	Spodoptera_litura	M17.M20	0.0359234060987559	LINE	23.84272	27.6817691029587	0.861314893254118
CM008393.1	Spodoptera_litura	M17.M20	0.0359234060987559	RC	23.84272	27.6817691029587	0.861314893254118
CM008393.1	Spodoptera_litura	M17.M20	0.0359234060987559	SINE	23.84272	27.6817691029587	0.861314893254118
CM008393.1	Spodoptera_litura	M17.M20	0.0359234060987559	DNA	23.84272	27.6817691029587	0.861314893254118
CM008393.1	Spodoptera_litura	M17.M20	0.0359234060987559	LTR	23.84272	27.6817691029587	0.861314893254118
CM008394.1	Spodoptera_litura	M31	0.0150489955163619	LINE	50.94557	27.6817691029587	1.84040152240685
CM008394.1	Spodoptera_litura	M31	0.0150489955163619	LTR	50.94557	27.6817691029587	1.84040152240685
CM008394.1	Spodoptera_litura	M31	0.0150489955163619	DNA	50.94557	27.6817691029587	1.84040152240685
CM008394.1	Spodoptera_litura	M31	0.0150489955163619	Other	50.94557	27.6817691029587	1.84040152240685
CM008394.1	Spodoptera_litura	M31	0.0150489955163619	Unknown	50.94557	27.6817691029587	1.84040152240685
CM008394.1	Spodoptera_litura	M31	0.0150489955163619	RC	50.94557	27.6817691029587	1.84040152240685
CM008394.1	Spodoptera_litura	M31	0.0150489955163619	SINE	50.94557	27.6817691029587	1.84040152240685
CM008395.1	Spodoptera_litura	M28	0.0240292382894715	LINE	29.39308	27.6817691029587	1.06182086450748
CM008395.1	Spodoptera_litura	M28	0.0240292382894715	SINE	29.39308	27.6817691029587	1.06182086450748
CM008395.1	Spodoptera_litura	M28	0.0240292382894715	LTR	29.39308	27.6817691029587	1.06182086450748
CM008395.1	Spodoptera_litura	M28	0.0240292382894715	Unknown	29.39308	27.6817691029587	1.06182086450748
CM008395.1	Spodoptera_litura	M28	0.0240292382894715	Other	29.39308	27.6817691029587	1.06182086450748
CM008395.1	Spodoptera_litura	M28	0.0240292382894715	DNA	29.39308	27.6817691029587	1.06182086450748
CM008395.1	Spodoptera_litura	M28	0.0240292382894715	RC	29.39308	27.6817691029587	1.06182086450748
CM008396.1	Spodoptera_litura	M26	0.0276984389658706	Unknown	38.31096	27.6817691029587	1.38397802024529
CM008396.1	Spodoptera_litura	M26	0.0276984389658706	SINE	38.31096	27.6817691029587	1.38397802024529
CM008396.1	Spodoptera_litura	M26	0.0276984389658706	DNA	38.31096	27.6817691029587	1.38397802024529
CM008396.1	Spodoptera_litura	M26	0.0276984389658706	LTR	38.31096	27.6817691029587	1.38397802024529
CM008396.1	Spodoptera_litura	M26	0.0276984389658706	LINE	38.31096	27.6817691029587	1.38397802024529
CM008396.1	Spodoptera_litura	M26	0.0276984389658706	RC	38.31096	27.6817691029587	1.38397802024529
CM008396.1	Spodoptera_litura	M26	0.0276984389658706	Other	38.31096	27.6817691029587	1.38397802024529
CM008397.1	Spodoptera_litura	M6	0.0313402912156747	SINE	24.9973	27.6817691029587	0.903023932719973
CM008397.1	Spodoptera_litura	M6	0.0313402912156747	RC	24.9973	27.6817691029587	0.903023932719973
CM008397.1	Spodoptera_litura	M6	0.0313402912156747	Unknown	24.9973	27.6817691029587	0.903023932719973
CM008397.1	Spodoptera_litura	M6	0.0313402912156747	LTR	24.9973	27.6817691029587	0.903023932719973
CM008397.1	Spodoptera_litura	M6	0.0313402912156747	LINE	24.9973	27.6817691029587	0.903023932719973
CM008397.1	Spodoptera_litura	M6	0.0313402912156747	Other	24.9973	27.6817691029587	0.903023932719973
CM008397.1	Spodoptera_litura	M6	0.0313402912156747	DNA	24.9973	27.6817691029587	0.903023932719973
CM008398.1	Spodoptera_litura	M5	0.0360494933331506	RC	26.16253	27.6817691029587	0.94511770193198
CM008398.1	Spodoptera_litura	M5	0.0360494933331506	Unknown	26.16253	27.6817691029587	0.94511770193198
CM008398.1	Spodoptera_litura	M5	0.0360494933331506	DNA	26.16253	27.6817691029587	0.94511770193198
CM008398.1	Spodoptera_litura	M5	0.0360494933331506	LINE	26.16253	27.6817691029587	0.94511770193198
CM008398.1	Spodoptera_litura	M5	0.0360494933331506	SINE	26.16253	27.6817691029587	0.94511770193198
CM008398.1	Spodoptera_litura	M5	0.0360494933331506	LTR	26.16253	27.6817691029587	0.94511770193198
CM008398.1	Spodoptera_litura	M5	0.0360494933331506	Other	26.16253	27.6817691029587	0.94511770193198
CM008399.1	Spodoptera_litura	M13	0.0289173947479111	Unknown	27.00084	27.6817691029587	0.9754015323072
CM008399.1	Spodoptera_litura	M13	0.0289173947479111	LINE	27.00084	27.6817691029587	0.9754015323072
CM008399.1	Spodoptera_litura	M13	0.0289173947479111	SINE	27.00084	27.6817691029587	0.9754015323072
CM008399.1	Spodoptera_litura	M13	0.0289173947479111	LTR	27.00084	27.6817691029587	0.9754015323072
CM008399.1	Spodoptera_litura	M13	0.0289173947479111	RC	27.00084	27.6817691029587	0.9754015323072
CM008399.1	Spodoptera_litura	M13	0.0289173947479111	DNA	27.00084	27.6817691029587	0.9754015323072
CM008399.1	Spodoptera_litura	M13	0.0289173947479111	Other	27.00084	27.6817691029587	0.9754015323072
CM008400.1	Spodoptera_litura	M9	0.0347720159222223	SINE	21.15215	27.6817691029587	0.76411843192996
CM008400.1	Spodoptera_litura	M9	0.0347720159222223	Unknown	21.15215	27.6817691029587	0.76411843192996
CM008400.1	Spodoptera_litura	M9	0.0347720159222223	RC	21.15215	27.6817691029587	0.76411843192996
CM008400.1	Spodoptera_litura	M9	0.0347720159222223	LTR	21.15215	27.6817691029587	0.76411843192996
CM008400.1	Spodoptera_litura	M9	0.0347720159222223	LINE	21.15215	27.6817691029587	0.76411843192996
CM008400.1	Spodoptera_litura	M9	0.0347720159222223	DNA	21.15215	27.6817691029587	0.76411843192996
CM008400.1	Spodoptera_litura	M9	0.0347720159222223	Other	21.15215	27.6817691029587	0.76411843192996
CM008401.1	Spodoptera_litura	M25	0.019934123348397	DNA	42.18939	27.6817691029587	1.52408575633595
CM008401.1	Spodoptera_litura	M25	0.019934123348397	RC	42.18939	27.6817691029587	1.52408575633595
CM008401.1	Spodoptera_litura	M25	0.019934123348397	LINE	42.18939	27.6817691029587	1.52408575633595
CM008401.1	Spodoptera_litura	M25	0.019934123348397	Unknown	42.18939	27.6817691029587	1.52408575633595
CM008401.1	Spodoptera_litura	M25	0.019934123348397	Other	42.18939	27.6817691029587	1.52408575633595
CM008401.1	Spodoptera_litura	M25	0.019934123348397	SINE	42.18939	27.6817691029587	1.52408575633595
CM008401.1	Spodoptera_litura	M25	0.019934123348397	LTR	42.18939	27.6817691029587	1.52408575633595
CM008402.1	Spodoptera_litura	M11	0.0309635543013416	Unknown	27.14234	27.6817691029587	0.980513199826487
CM008402.1	Spodoptera_litura	M11	0.0309635543013416	RC	27.14234	27.6817691029587	0.980513199826487
CM008402.1	Spodoptera_litura	M11	0.0309635543013416	DNA	27.14234	27.6817691029587	0.980513199826487
CM008402.1	Spodoptera_litura	M11	0.0309635543013416	SINE	27.14234	27.6817691029587	0.980513199826487
CM008402.1	Spodoptera_litura	M11	0.0309635543013416	LTR	27.14234	27.6817691029587	0.980513199826487
CM008402.1	Spodoptera_litura	M11	0.0309635543013416	LINE	27.14234	27.6817691029587	0.980513199826487
